PersonnelID,Crash ID,Gender,Age Group,Road User
21834,20072222,Male,0_to_16,Passenger
21835,20072222,Male,26_to_39,Passenger
21836,20072222,Male,75_or_older,Passenger
21837,20072222,Male,40_to_64,Passenger
21838,20072274,Female,65_to_74,Pedestrian
21839,20072140,Male,40_to_64,Driver
21840,20073260,Female,40_to_64,Driver
21841,20073126,Male,40_to_64,Pedestrian
21842,20071170,Female,40_to_64,Pedestrian
21843,20073038,Male,26_to_39,Driver
21844,20074073,Female,17_to_25,Passenger
21845,20075209,Male,26_to_39,Driver
21846,20071231,Male,0_to_16,Pedal cyclist
21847,20071224,Female,0_to_16,Passenger
21848,20071386,Male,40_to_64,Driver
21849,20071187,Female,17_to_25,Driver
21850,20076001,Male,65_to_74,Driver
21851,20071228,Female,65_to_74,Passenger
21852,20071228,Male,65_to_74,Driver
21853,20071036,Male,75_or_older,Driver
21854,20073211,Female,0_to_16,Pedestrian
21855,20071008,Female,75_or_older,Driver
21856,20077018,Male,26_to_39,Passenger
21857,20072194,Male,40_to_64,Pedestrian
21858,20071033,Male,40_to_64,Driver
21859,20071368,Male,26_to_39,Motorcycle rider
21860,20075030,Male,26_to_39,Driver
21861,20074067,Male,17_to_25,Driver
21862,20073118,Male,40_to_64,Pedal cyclist
21863,20075139,Female,26_to_39,Driver
21864,20074084,Male,26_to_39,Motorcycle rider
21865,20073213,Male,40_to_64,Driver
21866,20077029,Female,40_to_64,Pedestrian
21867,20071017,Female,40_to_64,Driver
21868,20071017,Male,75_or_older,Driver
21869,20071017,Female,65_to_74,Passenger
21870,20073331,Male,17_to_25,Driver
21871,20071358,Female,17_to_25,Driver
21872,20074050,Male,26_to_39,Driver
21873,20073023,Male,26_to_39,Motorcycle rider
21874,20077046,Female,26_to_39,Pedestrian
21875,20071203,Male,40_to_64,Driver
21876,20071398,Male,26_to_39,Driver
21877,20071376,Male,26_to_39,Motorcycle rider
21878,20073255,Male,40_to_64,Driver
21879,20071390,Male,40_to_64,Motorcycle rider
21880,20071353,Male,26_to_39,Motorcycle rider
21881,20072284,Male,40_to_64,Driver
21882,20072180,Male,75_or_older,Pedestrian
21883,20073165,Female,40_to_64,Pedestrian
21884,20073097,Male,26_to_39,Driver
21885,20073070,Female,40_to_64,Driver
21886,20073274,Male,17_to_25,Driver
21887,20073311,Male,26_to_39,Driver
21888,20073063,Female,17_to_25,Pedestrian
21889,20073002,Male,17_to_25,Driver
21890,20074068,Male,17_to_25,Motorcycle rider
21891,20071317,Male,26_to_39,Driver
21892,20073029,Male,17_to_25,Driver
21893,20073083,Male,17_to_25,Driver
21894,20072116,Male,17_to_25,Passenger
21895,20073288,Female,40_to_64,Driver
21896,20074044,Male,17_to_25,Motorcycle rider
21897,20075067,Male,26_to_39,Driver
21898,20072219,Male,17_to_25,Motorcycle rider
21899,20071257,Male,75_or_older,Pedestrian
21900,20073057,Male,17_to_25,Driver
21901,20075099,Male,26_to_39,Driver
21902,20071367,Male,65_to_74,Pedestrian
21903,20072091,Male,17_to_25,Passenger
21904,20077021,Male,26_to_39,Driver
21905,20075112,Male,75_or_older,Driver
21906,20076039,Male,17_to_25,Pedestrian
21907,20075108,Male,17_to_25,Passenger
21908,20074070,Male,26_to_39,Passenger
21909,20074070,Male,17_to_25,Driver
21910,20075008,Male,26_to_39,Pedal cyclist
21911,20073082,Male,26_to_39,Driver
21912,20071020,Male,17_to_25,Passenger
21913,20073021,Male,26_to_39,Passenger
21914,20073021,Female,17_to_25,Passenger
21915,20071157,Male,17_to_25,Driver
21916,20075199,Male,26_to_39,Passenger
21917,20073088,Female,40_to_64,Driver
21918,20071155,Female,17_to_25,Driver
21919,20071068,Male,17_to_25,Driver
21920,20071100,Male,75_or_older,Driver
21921,20076014,Male,26_to_39,Motorcycle rider
21922,20071016,Female,26_to_39,Driver
21923,20075158,Female,26_to_39,Driver
21924,20073109,Male,40_to_64,Motorcycle rider
21925,20078002,Male,17_to_25,Motorcycle rider
21926,20071263,Male,17_to_25,Motorcycle rider
21927,20072267,Male,17_to_25,Motorcycle rider
21928,20073139,Male,0_to_16,Pedal cyclist
21929,20071333,Female,40_to_64,Driver
21930,20073259,Male,40_to_64,Driver
21931,20073222,Female,26_to_39,Driver
21932,20073194,Male,40_to_64,Motorcycle rider
21933,20075050,Male,26_to_39,Driver
21934,20075050,Male,40_to_64,Passenger
21935,20072242,Female,26_to_39,Passenger
21936,20072242,Male,17_to_25,Driver
21937,20072221,Female,40_to_64,Driver
21938,20073270,Male,26_to_39,Driver
21939,20075001,Male,26_to_39,Driver
21940,20072056,Female,40_to_64,Pedestrian
21941,20072271,Male,75_or_older,Passenger
21942,20073273,Female,40_to_64,Driver
21943,20072184,Male,65_to_74,Driver
21944,20075173,Male,40_to_64,Motorcycle rider
21945,20075173,Female,40_to_64,Motorcycle pillion passenger
21946,20075138,Female,40_to_64,Driver
21947,20073079,Male,40_to_64,Driver
21948,20072006,Female,0_to_16,Pedestrian
21949,20071361,Male,17_to_25,Passenger
21950,20073245,Male,40_to_64,Driver
21951,20075017,Male,17_to_25,Driver
21952,20073302,Male,17_to_25,Driver
21953,20075118,Female,26_to_39,Driver
21954,20073163,Male,65_to_74,Driver
21955,20071127,Female,65_to_74,Driver
21956,20073207,Male,26_to_39,Passenger
21957,20073207,Female,26_to_39,Driver
21958,20073052,Male,40_to_64,Pedal cyclist
21959,20073187,Female,75_or_older,Pedestrian
21960,20073240,Male,40_to_64,Motorcycle rider
21961,20072150,Male,26_to_39,Driver
21962,20071077,Female,75_or_older,Pedestrian
21963,20071327,Male,65_to_74,Driver
21964,20072288,Male,75_or_older,Pedestrian
21965,20071200,Male,40_to_64,Pedestrian
21966,20075027,Female,17_to_25,Driver
21967,20072090,Male,26_to_39,Driver
21968,20071044,Female,26_to_39,Driver
21969,20071243,Female,40_to_64,Pedestrian
21970,20072190,Male,26_to_39,Driver
21971,20072190,Male,17_to_25,Driver
21972,20072053,Female,0_to_16,Passenger
21973,20074065,Male,26_to_39,Driver
21974,20072200,Male,40_to_64,Driver
21975,20072254,Female,26_to_39,Motorcycle rider
21976,20071321,Female,17_to_25,Driver
21977,20071050,Male,65_to_74,Driver
21978,20075129,Male,40_to_64,Driver
21979,20073127,Female,0_to_16,Passenger
21980,20073169,Female,40_to_64,Passenger
21981,20073169,Male,40_to_64,Driver
21982,20072148,Female,40_to_64,Motorcycle rider
21983,20073099,Female,17_to_25,Motorcycle rider
21984,20073214,Female,40_to_64,Driver
21985,20075087,Male,26_to_39,Driver
21986,20072092,Male,40_to_64,Motorcycle rider
21987,20072119,Female,40_to_64,Driver
21988,20075213,Male,40_to_64,Pedal cyclist
21989,20071060,Female,26_to_39,Pedestrian
21990,20071374,Female,75_or_older,Pedestrian
21991,20072098,Male,40_to_64,Pedestrian
21992,20075170,Male,17_to_25,Pedestrian
21993,20072105,Male,26_to_39,Motorcycle rider
21994,20072048,Male,17_to_25,Passenger
21995,20073004,Male,17_to_25,Driver
21996,20072003,Female,17_to_25,Driver
21997,20072017,Female,0_to_16,Passenger
21998,20072240,Male,40_to_64,Driver
21999,20071015,Male,17_to_25,Passenger
22000,20071283,Male,0_to_16,Pedal cyclist
22001,20071105,Male,40_to_64,Motorcycle rider
22002,20075076,Female,75_or_older,Pedestrian
22003,20076031,Female,40_to_64,Passenger
22004,20072076,Male,26_to_39,Driver
22005,20072076,Female,0_to_16,Passenger
22006,20077024,Male,0_to_16,Pedestrian
22007,20071075,Male,0_to_16,Pedal cyclist
22008,20074052,Female,75_or_older,Passenger
22009,20071165,Male,26_to_39,Driver
22010,20071267,Male,40_to_64,Driver
22011,20075002,Male,26_to_39,Pedestrian
22012,20071188,Male,40_to_64,Pedestrian
22013,20071359,Male,17_to_25,Pedestrian
22014,20073231,Male,40_to_64,Driver
22015,20071010,Male,40_to_64,Driver
22016,20074024,Female,75_or_older,Pedestrian
22017,20072083,Male,26_to_39,Motorcycle rider
22018,20073065,Male,40_to_64,Driver
22019,20071388,Female,40_to_64,Motorcycle rider
22020,20071239,Female,40_to_64,Passenger
22021,20071239,Male,65_to_74,Driver
22022,20071145,Male,26_to_39,Driver
22023,20073102,Male,26_to_39,Driver
22024,20072218,Male,40_to_64,Driver
22025,20072220,Female,17_to_25,Passenger
22026,20071204,Male,26_to_39,Driver
22027,20071204,Male,40_to_64,Driver
22028,20073014,Male,40_to_64,Motorcycle rider
22029,20072126,Male,26_to_39,Pedestrian
22030,20071181,Male,40_to_64,Driver
22031,20071074,Male,26_to_39,Passenger
22032,20071074,Male,26_to_39,Driver
22033,20071351,Female,26_to_39,Passenger
22034,20075051,Female,17_to_25,Driver
22035,20072172,Male,17_to_25,Motorcycle rider
22036,20074013,Male,40_to_64,Pedestrian
22037,20071053,Female,75_or_older,Driver
22038,20073249,Male,26_to_39,Motorcycle rider
22039,20071103,Male,40_to_64,Motorcycle rider
22040,20076013,Female,75_or_older,Passenger
22041,20071086,Male,40_to_64,Motorcycle rider
22042,20072255,Male,65_to_74,Driver
22043,20073039,Female,17_to_25,Passenger
22044,20071230,Male,75_or_older,Driver
22045,20071310,Female,26_to_39,Driver
22046,20073144,Male,40_to_64,Driver
22047,20073034,Male,40_to_64,Motorcycle rider
22048,20075072,Male,17_to_25,Driver
22049,20072040,Male,17_to_25,Driver
22050,20073238,Male,0_to_16,Motorcycle rider
22051,20073275,Male,17_to_25,Motorcycle rider
22052,20075126,Male,26_to_39,Pedestrian
22053,20075154,Male,17_to_25,Driver
22054,20075077,Male,17_to_25,Driver
22055,20078009,Female,40_to_64,Passenger
22056,20072026,Male,17_to_25,Driver
22057,20073253,Male,75_or_older,Driver
22058,20075167,Male,17_to_25,Driver
22059,20072181,Male,26_to_39,Driver
22060,20076017,Male,40_to_64,Driver
22061,20071142,Male,40_to_64,Pedal cyclist
22062,20071059,Male,40_to_64,Motorcycle rider
22063,20074088,Male,17_to_25,Driver
22064,20074088,Female,17_to_25,Passenger
22065,20072001,Female,40_to_64,Passenger
22066,20076030,Male,17_to_25,Passenger
22067,20075127,Male,40_to_64,Driver
22068,20071290,Male,75_or_older,Pedestrian
22069,20073230,Female,40_to_64,Driver
22070,20078004,Male,65_to_74,Driver
22071,20073284,Male,65_to_74,Passenger
22072,20072122,Male,40_to_64,Pedestrian
22073,20074093,Male,26_to_39,Driver
22074,20071098,Male,40_to_64,Passenger
22075,20071250,Male,75_or_older,Driver
22076,20074076,Male,40_to_64,Driver
22077,20074076,Male,26_to_39,Passenger
22078,20074076,Male,75_or_older,Passenger
22079,20074076,Female,40_to_64,Passenger
22080,20072164,Male,26_to_39,Driver
22081,20071319,Female,65_to_74,Driver
22082,20074100,Male,65_to_74,Motorcycle rider
22083,20073044,Female,26_to_39,Pedestrian
22084,20076005,Male,26_to_39,Motorcycle rider
22085,20075160,Female,40_to_64,Motorcycle rider
22086,20071400,Female,65_to_74,Driver
22087,20071167,Male,17_to_25,Motorcycle rider
22088,20071213,Female,26_to_39,Passenger
22089,20071213,Female,0_to_16,Passenger
22090,20073048,Male,26_to_39,Driver
22091,20071217,Male,17_to_25,Driver
22092,20071166,Male,40_to_64,Passenger
22093,20071166,Male,40_to_64,Driver
22094,20071156,Male,65_to_74,Driver
22095,20073324,Male,26_to_39,Motorcycle rider
22096,20071225,Female,17_to_25,Driver
22097,20072133,Female,40_to_64,Driver
22098,20071384,Male,40_to_64,Pedal cyclist
22099,20072286,Male,26_to_39,Motorcycle rider
22100,20073228,Female,26_to_39,Driver
22101,20072029,Male,65_to_74,Pedestrian
22102,20073175,Male,26_to_39,Motorcycle rider
22103,20074058,Male,26_to_39,Pedestrian
22104,20078010,Female,65_to_74,Driver
22105,20074002,Male,75_or_older,Passenger
22106,20076009,Male,26_to_39,Driver
22107,20076009,Male,17_to_25,Passenger
22108,20076009,Female,40_to_64,Passenger
22109,20071223,Male,26_to_39,Driver
22110,20076015,Male,40_to_64,Driver
22111,20076015,Male,26_to_39,Passenger
22112,20073323,Male,26_to_39,Passenger
22113,20073323,Male,26_to_39,Driver
22114,20072028,Male,17_to_25,Driver
22115,20073202,Male,65_to_74,Driver
22116,20073026,Male,75_or_older,Pedestrian
22117,20071296,Female,65_to_74,Pedestrian
22118,20072042,Female,40_to_64,Driver
22119,20076011,Female,0_to_16,Passenger
22120,20072023,Female,65_to_74,Passenger
22121,20071023,Female,26_to_39,Driver
22122,20072188,Male,40_to_64,Driver
22123,20071244,Male,26_to_39,Motorcycle rider
22124,20071209,Female,65_to_74,Passenger
22125,20071194,Female,75_or_older,Driver
22126,20073232,Male,17_to_25,Pedestrian
22127,20073011,Female,40_to_64,Pedestrian
22128,20073262,Male,40_to_64,Driver
22129,20071379,Male,26_to_39,Pedestrian
22130,20071182,Male,17_to_25,Passenger
22131,20075210,Male,40_to_64,Driver
22132,20071347,Male,40_to_64,Driver
22133,20072245,Male,65_to_74,Driver
22134,20075151,Male,17_to_25,Driver
22135,20073076,Male,75_or_older,Driver
22136,20075029,Female,17_to_25,Pedestrian
22137,20072268,Male,40_to_64,Driver
22138,20072268,Male,26_to_39,Driver
22139,20071133,Male,0_to_16,Passenger
22140,20075182,Male,17_to_25,Passenger
22141,20072141,Female,40_to_64,Driver
22142,20073327,Male,40_to_64,Driver
22143,20073306,Male,0_to_16,Passenger
22144,20074074,Male,26_to_39,Passenger
22145,20072249,Male,17_to_25,Motorcycle rider
22146,20071206,Male,40_to_64,Driver
22147,20072285,Male,17_to_25,Driver
22148,20071242,Female,26_to_39,Driver
22149,20075205,Male,26_to_39,Driver
22150,20071329,Female,0_to_16,Passenger
22151,20072257,Male,17_to_25,Driver
22152,20071141,Male,17_to_25,Driver
22153,20076036,Male,17_to_25,Motorcycle rider
22154,20072123,Male,40_to_64,Driver
22155,20071144,Male,17_to_25,Motorcycle rider
22156,20071304,Female,17_to_25,Passenger
22157,20073080,Male,65_to_74,Pedal cyclist
22158,20071072,Male,17_to_25,Pedal cyclist
22159,20074085,Female,40_to_64,Pedestrian
22160,20074095,Male,40_to_64,Pedal cyclist
22161,20071360,Male,65_to_74,Pedestrian
22162,20074017,Male,75_or_older,Pedestrian
22163,20072183,Female,0_to_16,Pedestrian
22164,20072007,Male,17_to_25,Driver
22165,20075009,Male,40_to_64,Driver
22166,20071095,Male,75_or_older,Pedestrian
22167,20072189,Male,26_to_39,Motorcycle rider
22168,20071251,Female,75_or_older,Passenger
22169,20073320,Male,17_to_25,Motorcycle rider
22170,20073300,Male,26_to_39,Motorcycle rider
22171,20071280,Male,40_to_64,Pedestrian
22172,20075206,Female,17_to_25,Driver
22173,20071198,Male,40_to_64,Passenger
22174,20077011,Male,26_to_39,Pedestrian
22175,20073185,Male,0_to_16,Passenger
22176,20071238,Male,0_to_16,Passenger
22177,20076022,Male,26_to_39,Driver
22178,20071045,Female,17_to_25,Driver
22179,20077010,Male,40_to_64,Pedestrian
22180,20075186,Female,26_to_39,Driver
22181,20075046,Male,0_to_16,Passenger
22182,20075166,Male,40_to_64,Driver
22183,20071048,Male,40_to_64,Motorcycle rider
22184,20072206,Male,40_to_64,Driver
22185,20073312,Male,40_to_64,Motorcycle rider
22186,20071018,Male,40_to_64,Motorcycle rider
22187,20073192,Male,0_to_16,Motorcycle rider
22188,20075060,Male,17_to_25,Driver
22189,20073332,Male,17_to_25,Driver
22190,20072225,Female,40_to_64,Driver
22191,20071301,Male,17_to_25,Motorcycle rider
22192,20073221,Male,26_to_39,Driver
22193,20072061,Female,40_to_64,Passenger
22194,20071003,Male,26_to_39,Driver
22195,20071365,Female,40_to_64,Driver
22196,20074041,Male,26_to_39,Driver
22197,20075011,Male,40_to_64,Motorcycle rider
22198,20075082,Male,26_to_39,Motorcycle pillion passenger
22199,20075082,Male,26_to_39,Motorcycle rider
22200,20074054,Female,75_or_older,Pedestrian
22201,20072178,Male,65_to_74,Passenger
22202,20071395,Male,26_to_39,Pedal cyclist
22203,20073105,Male,17_to_25,Driver
22204,20073035,Male,40_to_64,Passenger
22205,20073035,Male,26_to_39,Driver
22206,20075183,Male,17_to_25,Driver
22207,20072250,Male,26_to_39,Driver
22208,20073031,Male,26_to_39,Motorcycle rider
22209,20072170,Male,17_to_25,Driver
22210,20072144,Male,17_to_25,Driver
22211,20071325,Male,17_to_25,Driver
22212,20075031,Male,17_to_25,Motorcycle rider
22213,20072117,Female,17_to_25,Driver
22214,20074062,Male,17_to_25,Driver
22215,20074021,Male,40_to_64,Pedal cyclist
22216,20071214,Male,75_or_older,Driver
22217,20071214,Female,65_to_74,Passenger
22218,20071160,Male,40_to_64,Motorcycle rider
22219,20072247,Male,65_to_74,Driver
22220,20071266,Male,40_to_64,Driver
22221,20075109,Male,40_to_64,Motorcycle rider
22222,20073315,Male,26_to_39,Driver
22223,20074040,Male,40_to_64,Driver
22224,20072213,Male,26_to_39,Driver
22225,20072213,Male,0_to_16,Passenger
22226,20073092,Male,26_to_39,Driver
22227,20075178,Female,26_to_39,Driver
22228,20071047,Male,26_to_39,Driver
22229,20072072,Female,17_to_25,Pedestrian
22230,20073098,Male,17_to_25,Driver
22231,20071085,Male,26_to_39,Motorcycle rider
22232,20072166,Female,40_to_64,Driver
22233,20073153,Female,75_or_older,Passenger
22234,20075203,Male,40_to_64,Driver
22235,20073122,Female,75_or_older,Driver
22236,20075020,Male,40_to_64,Driver
22237,20074078,Male,75_or_older,Driver
22238,20072270,Male,40_to_64,Driver
22239,20071282,Female,17_to_25,Passenger
22240,20071235,Female,26_to_39,Passenger
22241,20076020,Male,17_to_25,Motorcycle rider
22242,20073196,Male,26_to_39,Driver
22243,20073334,Female,17_to_25,Driver
22244,20078011,Male,26_to_39,Motorcycle rider
22245,20075172,Male,65_to_74,Passenger
22246,20071049,Female,17_to_25,Pedestrian
22247,20072008,Female,75_or_older,Driver
22248,20073204,Male,17_to_25,Driver
22249,20071042,Male,75_or_older,Driver
22250,20071034,Male,40_to_64,Driver
22251,20072064,Male,17_to_25,Motorcycle pillion passenger
22252,20071394,Male,17_to_25,Driver
22253,20071393,Male,17_to_25,Driver
22254,20073278,Male,17_to_25,Driver
22255,20075157,Male,26_to_39,Driver
22256,20076008,Male,40_to_64,Pedal cyclist
22257,20075120,Female,65_to_74,Driver
22258,20072208,Female,26_to_39,Driver
22259,20071004,Female,40_to_64,Driver
22260,20073104,Male,17_to_25,Passenger
22261,20075055,Male,40_to_64,Driver
22262,20071275,Female,40_to_64,Driver
22263,20071350,Male,40_to_64,Driver
22264,20072094,Female,75_or_older,Driver
22265,20072077,Male,40_to_64,Motorcycle rider
22266,20073146,Male,26_to_39,Motorcycle rider
22267,20075207,Male,26_to_39,Motorcycle rider
22268,20072241,Male,17_to_25,Driver
22269,20071276,Male,40_to_64,Pedestrian
22270,20073066,Male,17_to_25,Driver
22271,20075146,Male,0_to_16,Passenger
22272,20075194,Male,26_to_39,Driver
22273,20073233,Male,40_to_64,Driver
22274,20073036,Male,26_to_39,Driver
22275,20073191,Male,17_to_25,Passenger
22276,20073333,Male,17_to_25,Driver
22277,20073100,Male,17_to_25,Driver
22278,20074010,Male,17_to_25,Passenger
22279,20072002,Male,26_to_39,Passenger
22280,20072002,Male,26_to_39,Driver
22281,20072002,Male,17_to_25,Driver
22282,20072045,Male,26_to_39,Driver
22283,20075198,Male,75_or_older,Pedestrian
22284,20075007,Male,75_or_older,Pedestrian
22285,20074047,Female,17_to_25,Driver
22286,20073296,Male,40_to_64,Driver
22287,20073296,Female,75_or_older,Passenger
22288,20073296,Female,40_to_64,Passenger
22289,20073296,Male,26_to_39,Passenger
22290,20071262,Female,0_to_16,Passenger
22291,20071262,Male,0_to_16,Passenger
22292,20077030,Female,26_to_39,Driver
22293,20071345,Male,65_to_74,Driver
22294,20072033,Male,75_or_older,Passenger
22295,20073016,Male,17_to_25,Driver
22296,20073119,Male,40_to_64,Driver
22297,20073195,Male,26_to_39,Motorcycle rider
22298,20074103,Male,40_to_64,Driver
22299,20072014,Male,17_to_25,Motorcycle rider
22300,20073220,Male,17_to_25,Driver
22301,20073133,Male,17_to_25,Driver
22302,20074003,Male,26_to_39,Driver
22303,20073172,Male,40_to_64,Motorcycle rider
22304,20078005,Female,26_to_39,Driver
22305,20071397,Male,40_to_64,Driver
22306,20073264,Male,75_or_older,Driver
22307,20072205,Male,17_to_25,Motorcycle rider
22308,20071025,Male,40_to_64,Driver
22309,20073178,Male,40_to_64,Motorcycle rider
22310,20073321,Female,65_to_74,Pedestrian
22311,20075169,Male,40_to_64,Driver
22312,20071124,Male,17_to_25,Driver
22313,20075081,Male,26_to_39,Driver
22314,20076012,Female,26_to_39,Pedestrian
22315,20075066,Male,17_to_25,Driver
22316,20072229,Male,26_to_39,Driver
22317,20072229,Male,26_to_39,Passenger
22318,20072289,Male,26_to_39,Driver
22319,20073003,Male,40_to_64,Driver
22320,20072103,Female,65_to_74,Passenger
22321,20071300,Female,40_to_64,Motorcycle pillion passenger
22322,20071197,Male,65_to_74,Passenger
22323,20071065,Male,26_to_39,Driver
22324,20073199,Male,17_to_25,Driver
22325,20072124,Male,75_or_older,Pedestrian
22326,20075107,Female,26_to_39,Driver
22327,20071067,Female,75_or_older,Passenger
22328,20071268,Male,65_to_74,Pedestrian
22329,20072085,Male,0_to_16,Passenger
22330,20075130,Male,26_to_39,Motorcycle rider
22331,20071389,Female,40_to_64,Pedestrian
22332,20071134,Male,17_to_25,Driver
22333,20071314,Male,26_to_39,Driver
22334,20074025,Male,17_to_25,Passenger
22335,20075147,Female,26_to_39,Driver
22336,20073148,Female,40_to_64,Passenger
22337,20075088,Female,17_to_25,Driver
22338,20072047,Male,17_to_25,Passenger
22339,20073032,Male,40_to_64,Motorcycle rider
22340,20073123,Male,26_to_39,Driver
22341,20074091,Male,17_to_25,Driver
22342,20071168,Male,40_to_64,Motorcycle rider
22343,20073019,Male,40_to_64,Motorcycle rider
22344,20074083,Male,26_to_39,Pedal cyclist
22345,20076034,Male,0_to_16,Pedal cyclist
22346,20075038,Female,40_to_64,Driver
22347,20071396,Female,40_to_64,Motorcycle rider
22348,20071054,Male,40_to_64,Motorcycle rider
22349,20073154,Male,0_to_16,Pedal cyclist
22350,20071375,Male,17_to_25,Driver
22351,20073069,Male,17_to_25,Motorcycle rider
22352,20076033,Male,40_to_64,Passenger
22353,20073209,Male,17_to_25,Motorcycle rider
22354,20071097,Male,17_to_25,Pedestrian
22355,20072099,Male,17_to_25,Driver
22356,20072039,Male,40_to_64,Driver
22357,20072239,Female,17_to_25,Passenger
22358,20071364,Male,26_to_39,Driver
22359,20075092,Male,26_to_39,Pedestrian
22360,20072010,Male,75_or_older,Driver
22361,20073117,Male,26_to_39,Driver
22362,20071107,Male,40_to_64,Driver
22363,20071216,Male,40_to_64,Motorcycle rider
22364,20073112,Female,0_to_16,Pedestrian
22365,20073158,Female,17_to_25,Passenger
22366,20073298,Male,26_to_39,Motorcycle rider
22367,20077044,Male,26_to_39,Driver
22368,20073107,Female,17_to_25,Passenger
22369,20076016,Male,40_to_64,Motorcycle rider
22370,20074039,Male,75_or_older,Driver
22371,20072251,Female,40_to_64,Driver
22372,20075137,Male,40_to_64,Pedestrian
22373,20077005,Male,17_to_25,Driver
22374,20071005,Female,26_to_39,Driver
22375,20071343,Male,75_or_older,Pedestrian
22376,20072277,Male,40_to_64,Motorcycle rider
22377,20071298,Female,40_to_64,Passenger
22378,20071101,Male,40_to_64,Driver
22379,20072018,Male,26_to_39,Motorcycle rider
22380,20075175,Male,26_to_39,Pedal cyclist
22381,20074037,Female,26_to_39,Pedal cyclist
22382,20075110,Female,40_to_64,Driver
22383,20073067,Male,40_to_64,Pedestrian
22384,20071164,Male,40_to_64,Driver
22385,20071233,Male,26_to_39,Driver
22386,20073135,Male,0_to_16,Pedestrian
22387,20075059,Female,26_to_39,Passenger
22388,20073219,Male,40_to_64,Driver
22389,20073219,Male,17_to_25,Passenger
22390,20073041,Male,26_to_39,Motorcycle rider
22391,20072211,Male,40_to_64,Passenger
22392,20073235,Male,26_to_39,Driver
22393,20072058,Male,0_to_16,Passenger
22394,20071381,Male,40_to_64,Pedestrian
22395,20072223,Male,17_to_25,Driver
22396,20071281,Female,17_to_25,Driver
22397,20075053,Male,26_to_39,Driver
22398,20074104,Male,26_to_39,Passenger
22399,20074107,Male,75_or_older,Driver
22400,20072131,Male,40_to_64,Motorcycle rider
22401,20074106,Male,17_to_25,Passenger
22402,20072243,Male,26_to_39,Pedal cyclist
22403,20075047,Female,65_to_74,Passenger
22404,20075047,Male,26_to_39,Passenger
22405,20075028,Male,0_to_16,Passenger
22406,20071289,Female,0_to_16,Pedestrian
22407,20071221,Male,17_to_25,Pedestrian
22408,20076028,Male,75_or_older,Driver
22409,20073060,Male,40_to_64,Driver
22410,20075115,Male,0_to_16,Pedestrian
22411,20071326,Male,17_to_25,Driver
22412,20077036,Male,40_to_64,Motorcycle rider
22413,20071405,Male,40_to_64,Driver
22414,20075164,Male,40_to_64,Driver
22415,20075174,Male,26_to_39,Motorcycle rider
22416,20071259,Male,75_or_older,Pedestrian
22417,20071272,Male,26_to_39,Motorcycle rider
22418,20072279,Male,26_to_39,Driver
22419,20072011,Male,40_to_64,Driver
22420,20077017,Female,26_to_39,Driver
22421,20075056,Female,75_or_older,Pedestrian
22422,20075124,Male,26_to_39,Motorcycle rider
22423,20072258,Male,65_to_74,Driver
22424,20072146,Male,0_to_16,Driver
22425,20074027,Male,75_or_older,Pedestrian
22426,20073050,Male,40_to_64,Driver
22427,20071102,Male,26_to_39,Driver
22428,20071102,Male,17_to_25,Passenger
22429,20071012,Male,26_to_39,Passenger
22430,20072034,Female,26_to_39,Driver
22431,20073040,Male,17_to_25,Driver
22432,20072176,Male,26_to_39,Pedestrian
22433,20071232,Male,17_to_25,Driver
22434,20073303,Female,26_to_39,Passenger
22435,20073110,Female,17_to_25,Driver
22436,20072182,Female,26_to_39,Pedal cyclist
22437,20071180,Male,75_or_older,Driver
22438,20071117,Male,40_to_64,Passenger
22439,20071387,Male,40_to_64,Driver
22440,20073166,Male,0_to_16,Motorcycle rider
22441,20071313,Female,26_to_39,Driver
22442,20075100,Male,26_to_39,Passenger
22443,20071328,Male,17_to_25,Pedestrian
22444,20071158,Female,26_to_39,Pedestrian
22445,20075089,Male,40_to_64,Driver
22446,20075128,Male,17_to_25,Motorcycle rider
22447,20075135,Male,40_to_64,Pedestrian
22448,20072127,Male,17_to_25,Driver
22449,20071113,Male,17_to_25,Driver
22450,20072102,Male,26_to_39,Driver
22451,20071120,Male,17_to_25,Driver
22452,20075021,Female,0_to_16,Passenger
22453,20073101,Male,26_to_39,Motorcycle rider
22454,20073121,Male,26_to_39,Motorcycle rider
22455,20075125,Female,75_or_older,Passenger
22456,20071080,Male,26_to_39,Motorcycle rider
22457,20074043,Male,26_to_39,Driver
22458,20073338,Male,40_to_64,Motorcycle rider
22459,20072163,Male,40_to_64,Driver
22460,20075176,Female,17_to_25,Driver
22461,20071084,Male,40_to_64,Pedestrian
22462,20071237,Male,0_to_16,Motorcycle rider
22463,20072259,Male,17_to_25,Driver
22464,20073180,Female,40_to_64,Driver
22465,20073180,Male,65_to_74,Passenger
22466,20074101,Female,17_to_25,Passenger
22467,20074101,Male,0_to_16,Passenger
22468,20072096,Male,40_to_64,Pedestrian
22469,20071355,Male,26_to_39,Driver
22470,20071355,Male,0_to_16,Passenger
22471,20075140,Male,40_to_64,Motorcycle rider
22472,20071151,Female,40_to_64,Driver
22473,20076029,Male,40_to_64,Driver
22474,20074008,Male,17_to_25,Driver
22475,20074008,Female,17_to_25,Passenger
22476,20076004,Male,17_to_25,Driver
22477,20075159,Female,75_or_older,Passenger
22478,20075159,Male,75_or_older,Driver
22479,20073227,Male,40_to_64,Driver
22480,20073077,Male,40_to_64,Driver
22481,20075165,Male,65_to_74,Passenger
